"teryt";"nazwa";"razem";"m";"k";"razem_przed";"m_przed";"k_przed";"razem_prod";"m_prod";"k_prod";"razem_po";"m_po";"k_po";"powierzchnia";"typ"
"1609052";"Łubniany (2)";10028;4874;5154;1863;936;927;6283;3312;2971;1882;626;1256;126;" (2)"
"1609062";"Murów (2)";5107;2524;2583;774;394;380;3196;1719;1477;1137;411;726;160;" (2)"
"1609073";"Niemodlin (3)";12691;6185;6506;2152;1118;1034;7636;4106;3530;2903;961;1942;183;" (3)"
"1609083";"Ozimek (3)";18561;9034;9527;2858;1432;1426;11429;6098;5331;4274;1504;2770;126;" (3)"
"1609092";"Popielów (2)";7744;3771;3973;1281;648;633;4656;2497;2159;1807;626;1181;176;" (2)"
"1609103";"Prószków (3)";8855;4230;4625;1636;839;797;5429;2822;2607;1790;569;1221;118;" (3)"
"1609112";"Tarnów Opolski (2)";9367;4522;4845;1600;800;800;5887;3097;2790;1880;625;1255;82;" (2)"
"1609123";"Tułowice (3)";4989;2425;2564;845;434;411;2867;1542;1325;1277;449;828;81;" (3)"
"1609132";"Turawa (2)";9887;4816;5071;1796;924;872;6082;3209;2873;2009;683;1326;171;" (2)"
"1610013";"Biała (3)";10037;4814;5223;1775;912;863;6120;3204;2916;2142;698;1444;196;" (3)"
"1610023";"Głogówek (3)";12825;6271;6554;2187;1131;1056;7872;4199;3673;2766;941;1825;170;" (3)"
"1610032";"Lubrza (2)";4162;2027;2135;787;389;398;2466;1317;1149;909;321;588;84;" (2)"
"1610043";"Prudnik (3)";25494;12195;13299;4155;2136;2019;14782;7918;6864;6557;2141;4416;122;" (3)"
"1611012";"Izbicko (2)";5254;2573;2681;984;523;461;3232;1707;1525;1038;343;695;85;" (2)"
"1611022";"Jemielnica (2)";7021;3439;3582;1269;647;622;4395;2334;2061;1357;458;899;112;" (2)"
"1611033";"Kolonowskie (3)";5738;2767;2971;939;470;469;3504;1868;1636;1295;429;866;84;" (3)"
"1611043";"Leśnica (3)";7562;3671;3891;1303;660;643;4688;2509;2179;1571;502;1069;95;" (3)"
"1611053";"Strzelce Opolskie (3)";29529;14436;15093;4964;2525;2439;17879;9637;8242;6686;2274;4412;203;" (3)"
"1611063";"Ujazd (3)";6350;3145;3205;1276;683;593;3955;2087;1868;1119;375;744;83;" (3)"
"1611073";"Zawadzkie (3)";10657;5201;5456;1588;782;806;6697;3601;3096;2372;818;1554;82;" (3)"
"1661011";"Opole (1)";126775;59276;67499;20407;10448;9959;74389;38146;36243;31979;10682;21297;149;" (1)"
"1801032";"Czarna (2)";2394;1192;1202;452;220;232;1492;800;692;450;172;278;185;" (2)"
"1801052";"Lutowiska (2)";2021;1017;1004;299;150;149;1301;701;600;421;166;255;475;" (2)"
"1801083";"Ustrzyki Dolne (3)";16525;8090;8435;2890;1467;1423;9904;5327;4577;3731;1296;2435;479;" (3)"
"1802013";"Brzozów (3)";26126;12737;13389;5196;2647;2549;15510;8285;7225;5420;1805;3615;103;" (3)"
"1802022";"Domaradz (2)";5857;2948;2909;1164;601;563;3535;1930;1605;1158;417;741;56;" (2)"
"1802032";"Dydnia (2)";7619;3813;3806;1388;716;672;4697;2565;2132;1534;532;1002;130;" (2)"
"1802042";"Haczów (2)";9057;4517;4540;1797;950;847;5357;2873;2484;1903;694;1209;72;" (2)"
"1802052";"Jasienica Rosielna (2)";7619;3748;3871;1643;837;806;4589;2446;2143;1387;465;922;57;" (2)"
"1802062";"Nozdrzec (2)";7640;3791;3849;1342;691;651;4557;2490;2067;1741;610;1131;121;" (2)"
"1803011";"Dębica (1)";43698;21074;22624;7567;3949;3618;25469;13597;11872;10662;3528;7134;34;" (1)"
"1803023";"Brzostek (3)";12736;6380;6356;2566;1321;1245;7806;4242;3564;2364;817;1547;122;" (3)"
"1803032";"Czarna (2)";13376;6649;6727;2920;1504;1416;8120;4361;3759;2336;784;1552;148;" (2)"
"1803042";"Dębica (2)";25693;12798;12895;5351;2739;2612;15683;8468;7215;4659;1591;3068;138;" (2)"
"1803052";"Jodłowa (2)";5279;2661;2618;1082;524;558;3203;1790;1413;994;347;647;60;" (2)"
"1803063";"Pilzno (3)";18213;9122;9091;3808;1924;1884;11063;6003;5060;3342;1195;2147;165;" (3)"
"1803072";"Żyraków (2)";14335;7201;7134;3110;1586;1524;8840;4789;4051;2385;826;1559;110;" (2)"
"1804011";"Jarosław (1)";35945;16850;19095;5799;2941;2858;20734;10855;9879;9412;3054;6358;35;" (1)"
"1804021";"Radymno (1)";5066;2486;2580;874;456;418;3088;1655;1433;1104;375;729;14;" (1)"
"1804032";"Chłopice (2)";5335;2695;2640;976;502;474;3230;1800;1430;1129;393;736;49;" (2)"
"1804042";"Jarosław (2)";13141;6449;6692;2612;1321;1291;8014;4277;3737;2515;851;1664;113;" (2)"
"1804052";"Laszki (2)";6677;3366;3311;1311;664;647;4038;2237;1801;1328;465;863;138;" (2)"
"1804062";"Pawłosiów (2)";8480;4156;4324;1628;818;810;5189;2795;2394;1663;543;1120;47;" (2)"
"1804073";"Pruchnik (3)";9337;4630;4707;1821;918;903;5737;3092;2645;1779;620;1159;80;" (3)"
"1804082";"Radymno (2)";10985;5507;5478;2069;1101;968;6790;3683;3107;2126;723;1403;182;" (2)"
"1804092";"Rokietnica (2)";4207;2105;2102;822;423;399;2563;1397;1166;822;285;537;57;" (2)"
"1804102";"Roźwienica (2)";6180;3085;3095;1256;634;622;3783;2069;1714;1141;382;759;69;" (2)"
"1804112";"Wiązownica (2)";11662;5777;5885;2455;1260;1195;7144;3828;3316;2063;689;1374;245;" (2)"
"1805011";"Jasło (1)";33463;15946;17517;5278;2738;2540;19481;10376;9105;8704;2832;5872;37;" (1)"
"1805022";"Brzyska (2)";6348;3162;3186;1278;638;640;3949;2124;1825;1121;400;721;45;" (2)"
"1805032";"Dębowiec (2)";8789;4392;4397;1752;904;848;5331;2877;2454;1706;611;1095;86;" (2)"
"1805042";"Jasło (2)";16027;7931;8096;2979;1557;1422;9806;5288;4518;3242;1086;2156;93;" (2)"
"1805053";"Kołaczyce (3)";8665;4355;4310;1604;849;755;5401;2935;2466;1660;571;1089;61;" (3)"
"1805062";"Krempna (2)";1736;899;837;290;133;157;1079;624;455;367;142;225;205;" (2)"
"1805072";"Nowy Żmigród (2)";8793;4415;4378;1622;846;776;5333;2952;2381;1838;617;1221;104;" (2)"
"1805082";"Osiek Jasielski (2)";5220;2594;2626;1050;534;516;3189;1745;1444;981;315;666;60;" (2)"
"1805092";"Skołyszyn (2)";12117;6018;6099;2218;1155;1063;7389;3961;3428;2510;902;1608;78;" (2)"
"1805112";"Tarnowiec (2)";9027;4463;4564;1671;869;802;5439;2958;2481;1917;636;1281;62;" (2)"
"1806012";"Cmolas (2)";8025;4030;3995;1599;809;790;5003;2727;2276;1423;494;929;134;" (2)"
"1806023";"Kolbuszowa (3)";24365;11886;12479;4338;2262;2076;15096;7940;7156;4931;1684;3247;171;" (3)"
"1806032";"Majdan Królewski (2)";9694;4860;4834;1891;986;905;6038;3261;2777;1765;613;1152;155;" (2)"
"1806042";"Niwiska (2)";6197;3120;3077;1333;715;618;3755;2005;1750;1109;400;709;95;" (2)"
"1806052";"Raniżów (2)";6960;3586;3374;1375;711;664;4272;2362;1910;1313;513;800;97;" (2)"
"1806062";"Dzikowiec (2)";6333;3170;3163;1218;605;613;3986;2156;1830;1129;409;720;122;" (2)"
"1807012";"Chorkówka (2)";13505;6680;6825;2662;1372;1290;8147;4384;3763;2696;924;1772;77;" (2)"
"1807023";"Dukla (3)";14023;6885;7138;2595;1302;1293;8365;4553;3812;3063;1030;2033;235;" (3)"
"1807033";"Iwonicz-Zdrój (3)";10432;5225;5207;2058;1055;1003;6194;3414;2780;2180;756;1424;46;" (3)"
"1807043";"Jedlicze (3)";15005;7333;7672;2915;1484;1431;8780;4777;4003;3310;1072;2238;59;" (3)"
"1807052";"Korczyna (2)";11148;5528;5620;2227;1109;1118;6635;3593;3042;2286;826;1460;93;" (2)"
"1807062";"Krościenko Wyżne (2)";5408;2718;2690;1075;576;499;3257;1759;1498;1076;383;693;15;" (2)"
"1807072";"Miejsce Piastowe (2)";13371;6501;6870;2496;1273;1223;8028;4247;3781;2847;981;1866;51;" (2)"
"1807083";"Rymanów (3)";15394;7560;7834;3069;1578;1491;8943;4793;4150;3382;1189;2193;167;" (3)"
"1807092";"Wojaszówka (2)";9248;4507;4741;1796;903;893;5519;2938;2581;1933;666;1267;83;" (2)"
"1807102";"Jaśliska (2)";2099;1037;1062;393;195;198;1259;700;559;447;142;305;166;" (2)"
"1808011";"Leżajsk (1)";13019;6238;6781;1954;999;955;7589;4048;3541;3476;1191;2285;21;" (1)"
"1808022";"Grodzisko Dolne (2)";7812;3872;3940;1516;761;755;4729;2538;2191;1567;573;994;79;" (2)"
"1808032";"Kuryłówka (2)";5543;2824;2719;1097;560;537;3397;1896;1501;1049;368;681;142;" (2)"
"1808042";"Leżajsk (2)";19956;9905;10051;3968;2026;1942;12306;6616;5690;3682;1263;2419;198;" (2)"
"1808053";"Nowa Sarzyna (3)";21109;10484;10625;4061;2096;1965;12844;6965;5879;4204;1423;2781;144;" (3)"
"1809011";"Lubaczów (1)";11515;5460;6055;1917;971;946;6810;3608;3202;2788;881;1907;26;" (1)"
"1809023";"Cieszanów (3)";6860;3429;3431;1155;589;566;4157;2293;1864;1548;547;1001;219;" (3)"
"1809032";"Horyniec-Zdrój (2)";4431;2194;2237;727;380;347;2637;1452;1185;1067;362;705;203;" (2)"
"1809042";"Lubaczów (2)";8998;4529;4469;1743;904;839;5644;3086;2558;1611;539;1072;203;" (2)"
"1809053";"Narol (3)";7660;3956;3704;1259;664;595;4623;2614;2009;1778;678;1100;203;" (3)"
"1809063";"Oleszyce (3)";6170;3069;3101;1192;614;578;3718;2036;1682;1260;419;841;152;" (3)"
"1809072";"Stary Dzików (2)";4050;2026;2024;698;344;354;2467;1366;1101;885;316;569;156;" (2)"
"1809082";"Wielkie Oczy (2)";3690;1834;1856;684;336;348;2296;1255;1041;710;243;467;146;" (2)"
"1810011";"Łańcut (1)";17691;8525;9166;3260;1729;1531;10121;5327;4794;4310;1469;2841;19;" (1)"
"1810022";"Białobrzegi (2)";8684;4302;4382;1872;948;924;5212;2802;2410;1600;552;1048;56;" (2)"
"1810032";"Czarna (2)";11962;5880;6082;2528;1315;1213;7287;3878;3409;2147;687;1460;78;" (2)"
"1810042";"Łańcut (2)";21772;10788;10984;4615;2386;2229;12829;6883;5946;4328;1519;2809;107;" (2)"
"1810052";"Markowa (2)";6366;3149;3217;1284;663;621;3791;2068;1723;1291;418;873;69;" (2)"
"1810062";"Rakszawa (2)";7296;3645;3651;1545;831;714;4339;2335;2004;1412;479;933;66;" (2)"
"1810072";"Żołynia (2)";7025;3492;3533;1506;781;725;4182;2236;1946;1337;475;862;57;" (2)"
"1811011";"Mielec (1)";57801;27742;30059;9848;5050;4798;33329;17741;15588;14624;4951;9673;47;" (1)"
"1811022";"Borowa (2)";5322;2646;2676;1014;510;504;3248;1770;1478;1060;366;694;56;" (2)"
"1811032";"Czermin (2)";7039;3555;3484;1520;789;731;4336;2343;1993;1183;423;760;80;" (2)"
"1811042";"Gawłuszowice (2)";2709;1317;1392;558;249;309;1610;862;748;541;206;335;34;" (2)"
"1811052";"Mielec (2)";13551;6818;6733;2750;1437;1313;8316;4490;3826;2485;891;1594;123;" (2)"
"1811062";"Padew Narodowa (2)";5182;2571;2611;1010;515;495;3044;1629;1415;1128;427;701;71;" (2)"
"1811073";"Przecław (3)";11996;6005;5991;2730;1395;1335;7215;3891;3324;2051;719;1332;134;" (3)"
"1811083";"Radomyśl Wielki (3)";14230;7153;7077;3077;1610;1467;8728;4671;4057;2425;872;1553;160;" (3)"
"1811092";"Tuszów Narodowy (2)";8295;4148;4147;1792;919;873;5047;2710;2337;1456;519;937;89;" (2)"
"1811102";"Wadowice Górne (2)";7589;3834;3755;1642;853;789;4698;2575;2123;1249;406;843;87;" (2)"
"1812012";"Harasiuki (2)";5812;2903;2909;1009;508;501;3640;2026;1614;1163;369;794;169;" (2)"
"1812022";"Jarocin (2)";5127;2564;2563;901;466;435;3214;1747;1467;1012;351;661;91;" (2)"
"1812032";"Jeżowe (2)";9872;4901;4971;2041;1002;1039;6210;3357;2853;1621;542;1079;124;" (2)"
"1812042";"Krzeszów (2)";4142;2059;2083;720;383;337;2456;1342;1114;966;334;632;62;" (2)"
"1812053";"Nisko (3)";21563;10473;11090;3659;1839;1820;13382;7146;6236;4522;1488;3034;142;" (3)"
"1812063";"Rudnik nad Sanem (3)";9939;4905;5034;1698;884;814;6086;3306;2780;2155;715;1440;79;" (3)"
"1812073";"Ulanów (3)";7973;3956;4017;1357;690;667;4862;2692;2170;1754;574;1180;119;" (3)"
"1813012";"Bircza (2)";5999;3058;2941;1081;567;514;3680;2057;1623;1238;434;804;254;" (2)"
"1813023";"Dubiecko (3)";8865;4366;4499;1677;824;853;5311;2904;2407;1877;638;1239;154;" (3)"
"1813032";"Fredropol (2)";5248;2639;2609;927;467;460;3307;1814;1493;1014;358;656;160;" (2)"
"1813042";"Krasiczyn (2)";5138;2519;2619;1002;503;499;3140;1692;1448;996;324;672;124;" (2)"
"1813052";"Krzywcza (2)";4582;2391;2191;884;470;414;2799;1581;1218;899;340;559;95;" (2)"
"1813062";"Medyka (2)";6265;3164;3101;1253;669;584;3835;2093;1742;1177;402;775;61;" (2)"
"1813072";"Orły (2)";8567;4275;4292;1764;884;880;5175;2809;2366;1628;582;1046;70;" (2)"
"1813082";"Przemyśl (2)";10681;5297;5384;2115;1103;1012;6574;3518;3056;1992;676;1316;108;" (2)"
"1813092";"Stubno (2)";3709;1842;1867;704;355;349;2263;1232;1031;742;255;487;89;" (2)"
"1813102";"Żurawica (2)";12688;6320;6368;2474;1251;1223;7703;4199;3504;2511;870;1641;96;" (2)"
"1814011";"Przeworsk (1)";14796;7094;7702;2584;1298;1286;8556;4526;4030;3656;1270;2386;22;" (1)"
"1814022";"Adamówka (2)";4058;2028;2030;780;391;389;2474;1346;1128;804;291;513;134;" (2)"
"1814032";"Gać (2)";4532;2203;2329;945;471;474;2670;1418;1252;917;314;603;36;" (2)"
"1814042";"Jawornik Polski (2)";4282;2109;2173;719;397;322;2550;1366;1184;1013;346;667;63;" (2)"
"1814053";"Kańczuga (3)";11892;5821;6071;2191;1118;1073;7144;3833;3311;2557;870;1687;105;" (3)"
"1814062";"Przeworsk (2)";14609;7215;7394;2964;1515;1449;8835;4770;4065;2810;930;1880;91;" (2)"
"1814073";"Sieniawa (3)";6760;3409;3351;1222;632;590;4250;2332;1918;1288;445;843;128;" (3)"
"1814082";"Tryńcza (2)";8517;4224;4293;1822;885;937;5215;2826;2389;1480;513;967;70;" (2)"
"1814092";"Zarzecze (2)";6955;3429;3526;1370;717;653;4239;2256;1983;1346;456;890;49;" (2)"
"1815012";"Iwierzyce (2)";7715;3854;3861;1633;865;768;4678;2503;2175;1404;486;918;66;" (2)"
"1815022";"Ostrów (2)";7346;3712;3634;1589;819;770;4548;2478;2070;1209;415;794;96;" (2)"
"1815033";"Ropczyce (3)";27261;13416;13845;5809;2959;2850;16335;8684;7651;5117;1773;3344;139;" (3)"
"1815043";"Sędziszów Małopolski (3)";23898;11750;12148;4964;2544;2420;14257;7562;6695;4677;1644;3033;154;" (3)"
"1815052";"Wielopole Skrzyńskie (2)";7843;3893;3950;1608;776;832;4830;2631;2199;1405;486;919;93;" (2)"
"1816011";"Dynów (1)";6051;3001;3050;1111;591;520;3619;1951;1668;1321;459;862;25;" (1)"
"1816023";"Błażowa (3)";10849;5392;5457;2127;1072;1055;6445;3513;2932;2277;807;1470;113;" (3)"
"1816033";"Boguchwała (3)";21856;10602;11254;4692;2351;2341;13067;6826;6241;4097;1425;2672;89;" (3)"
"1816042";"Chmielnik (2)";7337;3658;3679;1620;821;799;4384;2352;2032;1333;485;848;53;" (2)"
"1816052";"Dynów (2)";6675;3385;3290;1270;688;582;4013;2214;1799;1392;483;909;118;" (2)"
"1816063";"Głogów Małopolski (3)";19333;9679;9654;4316;2296;2020;11813;6281;5532;3204;1102;2102;141;" (3)"
"1816072";"Hyżne (2)";6944;3481;3463;1408;746;662;4211;2278;1933;1325;457;868;51;" (2)"
"1816082";"Kamień (2)";6826;3442;3384;1364;692;672;4343;2361;1982;1119;389;730;74;" (2)"
"1816092";"Krasne (2)";12629;6225;6404;2900;1531;1369;7626;3961;3665;2103;733;1370;39;" (2)"
"1816102";"Lubenia (2)";6568;3216;3352;1239;629;610;3937;2092;1845;1392;495;897;55;" (2)"
"1816113";"Sokołów Małopolski (3)";17347;8637;8710;3730;1938;1792;10454;5590;4864;3163;1109;2054;134;" (3)"
"1816122";"Świlcza (2)";16547;8185;8362;3626;1851;1775;9807;5262;4545;3114;1072;2042;108;" (2)"
"1816132";"Trzebownisko (2)";23608;11595;12013;5354;2796;2558;14307;7462;6845;3947;1337;2610;90;" (2)"
"1816143";"Tyczyn (3)";11272;5548;5724;2502;1273;1229;6759;3563;3196;2011;712;1299;54;" (3)"
"1817011";"Sanok (1)";35178;16612;18566;5431;2713;2718;20224;10717;9507;9523;3182;6341;38;" (1)"
"1817022";"Besko (2)";4415;2196;2219;989;515;474;2627;1393;1234;799;288;511;27;" (2)"
"1817032";"Bukowsko (2)";5349;2750;2599;1171;643;528;3150;1715;1435;1028;392;636;137;" (2)"
"1817042";"Komańcza (2)";4233;2122;2111;630;316;314;2583;1455;1128;1020;351;669;388;" (2)"
"1817052";"Sanok (2)";18094;9084;9010;3726;1950;1776;10917;5879;5038;3451;1255;2196;232;" (2)"
"1817062";"Tyrawa Wołoska (2)";1950;973;977;397;196;201;1214;665;549;339;112;227;69;" (2)"
"1817073";"Zagórz (3)";12752;6314;6438;2423;1270;1153;7629;4105;3524;2700;939;1761;160;" (3)"
"1817082";"Zarszyn (2)";8936;4348;4588;1762;884;878;5290;2831;2459;1884;633;1251;105;" (2)"
"1818011";"Stalowa Wola (1)";56819;27120;29699;8750;4545;4205;32395;17193;15202;15674;5382;10292;83;" (1)"
"1818022";"Bojanów (2)";7570;3860;3710;1480;806;674;4850;2612;2238;1240;442;798;179;" (2)"
"1818032";"Pysznica (2)";11626;5722;5904;2233;1106;1127;7252;3851;3401;2141;765;1376;147;" (2)"
"1818042";"Radomyśl nad Sanem (2)";7255;3575;3680;1346;686;660;4334;2311;2023;1575;578;997;134;" (2)"
"1818053";"Zaklików (3)";8146;3990;4156;1428;722;706;4841;2653;2188;1877;615;1262;202;" (3)"
"1818062";"Zaleszany (2)";11006;5476;5530;2161;1072;1089;6610;3566;3044;2235;838;1397;87;" (2)"
"1819012";"Czudec (2)";11604;5737;5867;2296;1159;1137;7002;3772;3230;2306;806;1500;85;" (2)"
"1819022";"Frysztak (2)";10170;5125;5045;1865;966;899;6313;3456;2857;1992;703;1289;91;" (2)"
"1819032";"Niebylec (2)";10376;5104;5272;1974;995;979;6352;3394;2958;2050;715;1335;105;" (2)"
"1819043";"Strzyżów (3)";19977;9863;10114;3576;1905;1671;11995;6453;5542;4406;1505;2901;140;" (3)"
"1819052";"Wiśniowa (2)";7725;3881;3844;1414;713;701;4790;2624;2166;1521;544;977;83;" (2)"
"1820013";"Baranów Sandomierski (3)";11436;5640;5796;1997;1026;971;7025;3789;3236;2414;825;1589;122;" (3)"
"1820022";"Gorzyce (2)";12811;6308;6503;2413;1255;1158;7535;4048;3487;2863;1005;1858;69;" (2)"
"1820032";"Grębów (2)";10003;5016;4987;1934;1043;891;6139;3296;2843;1930;677;1253;187;" (2)"
"1820043";"Nowa Dęba (3)";17253;8293;8960;2785;1395;1390;10294;5528;4766;4174;1370;2804;143;" (3)"
"1821012";"Baligród (2)";3069;1533;1536;539;280;259;1852;1001;851;678;252;426;158;" (2)"
"1821022";"Cisna (2)";1689;860;829;260;130;130;1080;596;484;349;134;215;287;" (2)"
"1821033";"Lesko (3)";10946;5302;5644;1909;973;936;6429;3408;3021;2608;921;1687;111;" (3)"
"1821042";"Olszanica (2)";4740;2351;2389;815;417;398;2908;1563;1345;1017;371;646;94;" (2)"
"1821052";"Solina (2)";5252;2622;2630;889;437;452;3214;1765;1449;1149;420;729;185;" (2)"
"1861011";"Krosno (1)";44687;21039;23648;7489;3826;3663;25246;13242;12004;11952;3971;7981;45;" (1)"
"1862011";"Przemyśl (1)";57568;26911;30657;9078;4668;4410;32987;17339;15648;15503;4904;10599;46;" (1)"
"1863011";"Rzeszów (1)";196374;93313;103061;37261;19042;18219;117145;60247;56898;41968;14024;27944;129;" (1)"
"1864011";"Tarnobrzeg (1)";44529;21177;23352;6875;3566;3309;26015;13720;12295;11639;3891;7748;85;" (1)"
"2001011";"Augustów (1)";29341;13787;15554;5107;2571;2536;17435;9097;8338;6799;2119;4680;81;" (1)"
"2001022";"Augustów (2)";6444;3297;3147;1342;720;622;3968;2187;1781;1134;390;744;267;" (2)"
"2001032";"Bargłów Kościelny (2)";5081;2571;2510;981;497;484;3027;1653;1374;1073;421;652;188;" (2)"
"2001043";"Lipsk (3)";4548;2278;2270;612;339;273;2759;1546;1213;1177;393;784;184;" (3)"
"2001052";"Nowinka (2)";2882;1465;1417;592;300;292;1687;949;738;603;216;387;204;" (2)"
"2001062";"Płaska (2)";2370;1226;1144;402;206;196;1403;811;592;565;209;356;372;" (2)"
"2001072";"Sztabin (2)";4640;2391;2249;771;405;366;2811;1622;1189;1058;364;694;363;" (2)"
"2002013";"Choroszcz (3)";17183;8609;8574;3645;1895;1750;10418;5634;4784;3120;1080;2040;164;" (3)"
"2002023";"Czarna Białostocka (3)";10887;5229;5658;1867;937;930;6435;3476;2959;2585;816;1769;206;" (3)"
"2002032";"Dobrzyniewo Duże (2)";10082;5034;5048;2241;1161;1080;6058;3247;2811;1783;626;1157;161;" (2)"
"2002042";"Gródek (2)";4987;2407;2580;825;427;398;2725;1517;1208;1437;463;974;429;" (2)"
"2002052";"Juchnowiec Kościelny (2)";18102;9042;9060;4152;2166;1986;11076;5868;5208;2874;1008;1866;171;" (2)"
"2002063";"Łapy (3)";20696;10056;10640;3455;1738;1717;11969;6523;5446;5272;1795;3477;128;" (3)"
"2002073";"Michałowo (3)";6046;3015;3031;921;471;450;3360;1918;1442;1765;626;1139;409;" (3)"
"2002082";"Poświętne (2)";3148;1570;1578;572;296;276;1856;1012;844;720;262;458;115;" (2)"
"2002093";"Supraśl (3)";17260;8380;8880;3776;1882;1894;10398;5454;4944;3086;1044;2042;189;" (3)"
"2002103";"Suraż (3)";1929;965;964;385;205;180;1116;608;508;428;152;276;77;" (3)"
"2002112";"Turośń Kościelna (2)";6835;3407;3428;1443;745;698;4141;2223;1918;1251;439;812;140;" (2)"
"2002123";"Tykocin (3)";5818;2878;2940;1016;504;512;3476;1931;1545;1326;443;883;207;" (3)"
"2002133";"Wasilków (3)";19738;9644;10094;4647;2391;2256;11964;6226;5738;3127;1027;2100;127;" (3)"
"2002143";"Zabłudów (3)";9831;4950;4881;2018;1038;980;5849;3239;2610;1964;673;1291;340;" (3)"
"2002152";"Zawady (2)";2531;1288;1243;426;191;235;1580;896;684;525;201;324;112;" (2)"
"2003011";"Bielsk Podlaski (1)";24417;11664;12753;4216;2179;2037;14259;7593;6666;5942;1892;4050;27;" (1)"
"2003021";"Brańsk (1)";3557;1808;1749;672;364;308;2084;1152;932;801;292;509;32;" (1)"
"2003032";"Bielsk Podlaski (2)";6449;3261;3188;1079;579;500;3395;1958;1437;1975;724;1251;431;" (2)"
"2003042";"Boćki (2)";3903;2018;1885;659;365;294;2163;1245;918;1081;408;673;232;" (2)"
"2003052";"Brańsk (2)";5323;2755;2568;946;493;453;3072;1756;1316;1305;506;799;227;" (2)"
"2003062";"Orla (2)";2477;1177;1300;353;163;190;1166;681;485;958;333;625;160;" (2)"
"2003072";"Rudka (2)";1700;864;836;310;167;143;984;550;434;406;147;259;70;" (2)"
"2003082";"Wyszki (2)";3987;1990;1997;727;379;348;2198;1229;969;1062;382;680;206;" (2)"
"2004011";"Grajewo (1)";21303;10259;11044;3868;2004;1864;12727;6765;5962;4708;1490;3218;19;" (1)"
"2004022";"Grajewo (2)";5524;2834;2690;1136;603;533;3354;1850;1504;1034;381;653;308;" (2)"
"2004032";"Radziłów (2)";4421;2222;2199;807;415;392;2644;1445;1199;970;362;608;200;" (2)"
"2004043";"Rajgród (3)";4720;2340;2380;782;400;382;2844;1578;1266;1094;362;732;207;" (3)"
"2004053";"Szczuczyn (3)";5840;2931;2909;1102;566;536;3505;1948;1557;1233;417;816;116;" (3)"
"2004062";"Wąsosz (2)";3372;1737;1635;626;343;283;2048;1151;897;698;243;455;118;" (2)"
"2005011";"Hajnówka (1)";19487;9162;10325;3127;1601;1526;10852;5818;5034;5508;1743;3765;21;" (1)"
"2005022";"Białowieża (2)";2086;1019;1067;288;156;132;1158;633;525;640;230;410;203;" (2)"
"2005032";"Czeremcha (2)";2787;1341;1446;372;182;190;1506;866;640;909;293;616;97;" (2)"
"2005042";"Czyże (2)";1845;891;954;241;107;134;924;532;392;680;252;428;135;" (2)"
"2005052";"Dubicze Cerkiewne (2)";1376;688;688;153;81;72;708;417;291;515;190;325;151;" (2)"
"2005062";"Hajnówka (2)";3681;1871;1810;589;307;282;2102;1211;891;990;353;637;293;" (2)"
"2005073";"Kleszczele (3)";2215;1090;1125;308;162;146;1142;665;477;765;263;502;143;" (3)"
"2005082";"Narew (2)";3302;1624;1678;492;247;245;1749;1022;727;1061;355;706;242;" (2)"
"2005092";"Narewka (2)";3241;1617;1624;450;222;228;1749;1032;717;1042;363;679;339;" (2)"
"2006011";"Kolno (1)";9942;4810;5132;1687;857;830;6084;3271;2813;2171;682;1489;25;" (1)"
"2006022";"Grabowo (2)";3275;1645;1630;599;302;297;2007;1097;910;669;246;423;129;" (2)"
"2006032";"Kolno (2)";7995;4028;3967;1642;829;813;4888;2708;2180;1465;491;974;281;" (2)"
"2006042";"Mały Płock (2)";4438;2266;2172;798;431;367;2726;1501;1225;914;334;580;140;" (2)"
"2006053";"Stawiski (3)";5648;2850;2798;946;503;443;3546;1959;1587;1156;388;768;166;" (3)"
"2006062";"Turośl (2)";4845;2551;2294;1041;583;458;3013;1699;1314;791;269;522;199;" (2)"
"2007013";"Jedwabne (3)";4970;2518;2452;905;480;425;3005;1660;1345;1060;378;682;159;" (3)"
"2007022";"Łomża (2)";11864;6005;5859;2578;1342;1236;7224;3914;3310;2062;749;1313;207;" (2)"
"2007032";"Miastkowo (2)";4054;2049;2005;866;435;431;2467;1365;1102;721;249;472;115;" (2)"
"2007043";"Nowogród (3)";3925;1937;1988;730;365;365;2406;1293;1113;789;279;510;101;" (3)"
"2007052";"Piątnica (2)";10303;5230;5073;2029;1048;981;6316;3479;2837;1958;703;1255;220;" (2)"
"2007062";"Przytuły (2)";1941;957;984;353;167;186;1181;634;547;407;156;251;71;" (2)"
"2007072";"Śniadowo (2)";5133;2583;2550;1030;522;508;3032;1681;1351;1071;380;691;163;" (2)"
"2007082";"Wizna (2)";3685;1874;1811;685;359;326;2147;1214;933;853;301;552;133;" (2)"
"2007092";"Zbójna (2)";4036;2053;1983;720;368;352;2531;1432;1099;785;253;532;186;" (2)"
"2008013";"Goniądz (3)";4690;2312;2378;868;421;447;2731;1508;1223;1091;383;708;377;" (3)"
"2008022";"Jasionówka (2)";2491;1252;1239;392;201;191;1511;847;664;588;204;384;97;" (2)"
"2008032";"Jaświły (2)";4452;2341;2111;680;374;306;2726;1569;1157;1046;398;648;175;" (2)"
"2008043";"Knyszyn (3)";4532;2229;2303;815;422;393;2732;1488;1244;985;319;666;127;" (3)"
"2008052";"Krypno (2)";3760;1877;1883;701;331;370;2326;1304;1022;733;242;491;112;" (2)"
